day,susceptible,crowd,quitted,loyal
6.8000,295250.701505,4114.449443,619.143937,15.657897
6.8500,295199.635359,4156.822557,627.621918,15.872049
6.9000,295148.051672,4199.623695,636.187202,16.088404
6.9500,295095.945403,4242.856992,644.840670,16.306984
7.0000,295043.311467,4286.526623,653.583214,16.527810
7.0500,294990.144733,4330.636796,662.415731,16.750906
7.1000,294936.440024,4375.191758,671.339129,16.976294
7.1500,294882.192117,4420.195791,680.354324,17.203998
7.2000,294827.395745,4465.653215,689.462241,17.434041
7.2500,294772.045593,4511.568388,698.663815,17.666446
7.3000,294716.136299,4557.945705,707.959987,17.901238
7.3500,294659.662454,4604.789596,717.351711,18.138440
7.4000,294602.618604,4652.104533,726.839947,18.378077
7.4500,294544.999245,4699.895025,736.425664,18.620172
7.5000,294486.798825,4748.165618,746.109844,18.864751
7.5500,294428.011744,4796.920898,755.893475,19.111839
7.6000,294368.632355,4846.165489,765.777554,19.361461
7.6500,294308.654961,4895.904055,775.763091,19.613642
7.7000,294248.073815,4946.141300,785.851102,19.868407
7.7500,294186.883121,4996.881964,796.042614,20.125784
7.8000,294125.077035,5048.130831,806.338665,20.385797
7.8500,294062.649661,5099.892723,816.740301,20.648474
7.9000,293999.595052,5152.172502,827.248579,20.913841
7.9500,293935.907213,5204.975072,837.864566,21.181925
8.0000,293871.580095,5258.305375,848.589337,21.452753
8.0500,293806.607599,5312.168396,859.423982,21.726352
8.1000,293740.983576,5366.569161,870.369595,22.002751
8.1500,293674.701822,5421.512736,881.427286,22.281977
8.2000,293607.756083,5477.004230,892.598172,22.564058
8.2500,293540.140052,5533.048793,903.883381,22.849022
8.3000,293471.847369,5589.651616,915.284053,23.136900
8.3500,293402.871621,5646.817934,926.801338,23.427718
8.4000,293333.206342,5704.553023,938.436396,23.721508
8.4500,293262.845011,5762.862201,950.190398,24.018297
8.5000,293191.781055,5821.750831,962.064527,24.318117
8.5500,293120.007845,5881.224316,974.059976,24.620997
8.6000,293047.518699,5941.288105,986.177950,24.926968
8.6500,292974.306880,6001.947689,998.419664,25.236060
8.7000,292900.365594,6063.208601,1010.786346,25.548304
8.7500,292825.687994,6125.076420,1023.279234,25.863732
8.8000,292750.267177,6187.556768,1035.899578,26.182374
8.8500,292674.096182,6250.655310,1048.648639,26.504263
8.9000,292597.167995,6314.377758,1061.527691,26.829431
8.9500,292519.475543,6378.729864,1074.538018,27.157911
9.0000,292441.011699,6443.717429,1087.680918,27.489734
9.0500,292361.769275,6509.346295,1100.957698,27.824935
9.1000,292281.741029,6575.622353,1114.369680,28.163545
9.1500,292200.919662,6642.551534,1127.918196,28.505600
9.2000,292119.297814,6710.139819,1141.604592,28.851133
9.2500,292036.868071,6778.393231,1155.430224,29.200177
9.3000,291953.622958,6847.317840,1169.396462,29.552768
9.3500,291869.554943,6916.919760,1183.504690,29.908941
9.4000,291784.656435,6987.205154,1197.756300,30.268730
9.4500,291698.919783,7058.180227,1212.152702,30.632171
9.5000,291612.337279,7129.851232,1226.695315,30.999301
9.5500,291524.901154,7202.224470,1241.385572,31.370154
9.6000,291436.603580,7275.306283,1256.224919,31.744768
9.6500,291347.436669,7349.103065,1271.214816,32.123179
9.7000,291257.392475,7423.621253,1286.356735,32.505425
9.7500,291166.462989,7498.867332,1301.652161,32.891543
9.8000,291074.640143,7574.847832,1317.102593,33.281570
9.8500,290981.915809,7651.569333,1332.709543,33.675546
9.9000,290888.281797,7729.038458,1348.474538,34.073507
9.9500,290793.729857,7807.261879,1364.399116,34.475494
10.0000,290698.251678,7886.246314,1380.484832,34.881546
10.0500,290601.838887,7965.998530,1396.733251,35.291701
10.1000,290504.483052,8046.525340,1413.145955,35.705999
10.1500,290406.175676,8127.833602,1429.724539,36.124482
10.2000,290306.908202,8209.930225,1446.470612,36.547190
10.2500,290206.672012,8292.822162,1463.385796,36.974162
10.3000,290105.458426,8376.516414,1480.471731,37.405442
10.3500,290003.258700,8461.020032,1497.730067,37.841070
10.4000,289900.064029,8546.340111,1515.162471,38.281088
10.4500,289795.865547,8632.483794,1532.770624,38.725539
10.5000,289690.654324,8719.458271,1550.556222,39.174466
10.5500,289584.421369,8807.270782,1568.520975,39.627911
10.6000,289477.157626,8895.928611,1586.666610,40.085919
10.6500,289368.853979,8985.439091,1604.994865,40.548533
10.7000,289259.501248,9075.809601,1623.507498,41.015797
10.7500,289149.090190,9167.047568,1642.206278,41.487756
10.8000,289037.611501,9259.160466,1661.092991,41.964456
10.8500,288925.055813,9352.155817,1680.169438,42.445940
10.9000,288811.413694,9446.041187,1699.437438,42.932256
10.9500,288696.675652,9540.824192,1718.898821,43.423450
11.0000,288580.832129,9636.512493,1738.555435,43.919567
11.0500,288463.873506,9733.113799,1758.409146,44.420656
11.1000,288345.790103,9830.635864,1778.461831,44.926763
11.1500,288226.572172,9929.086489,1798.715387,45.437936
11.2000,288106.209908,10028.473523,1819.171726,45.954224
11.2500,287984.693439,10128.804858,1839.832774,46.475675
11.3000,287862.012832,10230.088435,1860.700476,47.002338
11.3500,287738.158093,10332.332239,1881.776793,47.534263
11.4000,287613.119164,10435.544301,1903.063700,48.071498
11.4500,287486.885923,10539.732697,1924.563192,48.614096
11.5000,287359.448189,10644.905550,1946.277277,49.162106
11.5500,287230.795716,10751.071026,1968.207983,49.715579
11.6000,287100.918198,10858.237336,1990.357352,50.274567
11.6500,286969.805268,10966.412737,2012.727445,50.839121
11.7000,286837.446493,11075.605530,2035.320339,51.409295
11.7500,286703.831384,11185.824057,2058.138129,51.985141
11.8000,286568.949386,11297.076708,2081.182925,52.566713
11.8500,286432.789886,11409.371913,2104.456856,53.154063
11.9000,286295.342210,11522.718148,2127.962068,53.747246
11.9500,286156.595621,11637.123929,2151.700724,54.346317
12.0000,286016.539324,11752.597816,2175.675006,54.951330
12.0500,285875.162464,11869.148411,2199.887111,55.562341
12.1000,285732.454124,11986.784356,2224.339256,56.179406
12.1500,285588.403329,12105.514337,2249.033674,56.802581
12.2000,285442.999047,12225.347078,2273.972618,57.431923
12.2500,285296.230183,12346.291346,2299.158357,58.067489
12.3000,285148.085585,12468.355946,2324.593178,58.709337
12.3500,284998.554046,12591.549723,2350.279388,59.357524
12.4000,284847.624298,12715.881561,2376.219310,60.012111
12.4500,284695.285015,12841.360384,2402.415286,60.673154
12.5000,284541.524818,12967.995152,2428.869677,61.340715
12.5500,284386.332269,13095.794863,2455.584862,62.014853
12.6000,284229.695874,13224.768552,2482.563238,62.695628
12.6500,284071.604085,13354.925291,2509.807222,63.383102
12.7000,283912.045298,13486.274187,2537.319247,64.077336
12.7500,283751.007855,13618.824382,2565.101767,64.778391
12.8000,283588.480045,13752.585053,2593.157254,65.486329
12.8500,283424.450103,13887.565412,2621.488199,66.201215
12.9000,283258.906211,14023.774701,2650.097112,66.923110
12.9500,283091.836501,14161.222198,2678.986521,67.652080
13.0000,282923.229050,14299.917210,2708.158975,68.388187
13.0500,282753.071889,14439.869077,2737.617041,69.131496
13.1000,282581.352995,14581.087169,2767.363304,69.882074
13.1500,282408.060298,14723.580884,2797.400370,70.639985
13.2000,282233.181679,14867.359651,2827.730864,71.405296
13.2500,282056.704971,15012.432924,2858.357429,72.178072
13.3000,281878.617960,15158.810187,2889.282730,72.958383
13.3500,281698.908387,15306.500949,2920.509448,73.746294
13.4000,281517.563946,15455.514744,2952.040288,74.541875
13.4500,281334.572288,15605.861131,2983.877969,75.345193
13.5000,281149.921018,15757.549692,3016.025235,76.156318
13.5500,280963.597703,15910.590030,3048.484847,76.975319
13.6000,280775.589862,16064.991773,3081.259585,77.802267
13.6500,280585.884980,16220.764567,3114.352250,78.637233
13.7000,280394.470497,16377.918077,3147.765663,79.480286
13.7500,280201.333816,16536.461989,3181.502664,80.331499
13.8000,280006.462304,16696.406002,3215.566114,81.190944
13.8500,279809.843289,16857.759837,3249.958892,82.058694
13.9000,279611.464066,17020.533224,3284.683899,82.934821
13.9500,279411.311892,17184.735911,3319.744055,83.819400
14.0000,279209.373994,17350.377657,3355.142300,84.712503
14.0500,279005.637567,17517.468233,3390.881593,85.614207
14.1000,278800.089774,17686.017419,3426.964916,86.524585
14.1500,278592.717748,17856.035006,3463.395268,87.443714
14.2000,278383.508596,18027.530790,3500.175670,88.371669
14.2500,278172.449396,18200.514576,3537.309161,89.308528
14.3000,277959.527202,18374.996171,3574.798803,90.254368
14.3500,277744.729043,18550.985389,3612.647676,91.209265
14.4000,277528.041926,18728.492042,3650.858880,92.173298
14.4500,277309.452835,18907.525946,3689.435537,93.146547
14.5000,277088.948737,19088.096915,3728.380787,94.129089
14.5500,276866.516578,19270.214760,3767.697791,95.121005
14.6000,276642.143290,19453.889289,3807.389731,96.122374
14.6500,276415.815787,19639.130303,3847.459808,97.133278
14.7000,276187.520972,19825.947598,3887.911242,98.153798
14.7500,275957.245734,20014.350961,3928.747277,99.184014
14.8000,275724.976954,20204.350166,3969.971172,100.224011
14.8500,275490.701503,20395.954979,4011.586210,101.273869
14.9000,275254.406245,20589.175149,4053.595691,102.333673
14.9500,275016.078041,20784.020410,4096.002938,103.403505
15.0000,274775.703746,20980.500480,4138.811292,104.483451
15.0500,274533.270218,21178.625057,4182.024114,105.573594
15.1000,274288.764311,21378.403817,4225.644785,106.674021
15.1500,274042.172884,21579.846415,4269.676706,107.784816
15.2000,273793.482800,21782.962481,4314.123299,108.906066
15.2500,273542.680930,21987.761615,4358.988003,110.037858
15.3000,273289.754152,22194.253393,4404.274278,111.180278
15.3500,273034.689355,22402.447357,4449.985605,112.333415
15.4000,272777.473441,22612.353016,4496.125482,113.497356
15.4500,272518.093326,22823.979847,4542.697428,114.672191
15.5000,272256.535945,23037.337288,4589.704982,115.858007
15.5500,271992.788252,23252.434737,4637.151700,117.054896
15.6000,271726.837221,23469.281551,4685.041160,118.262946
15.6500,271458.669850,23687.887046,4733.376956,119.482249
15.7000,271188.273167,23908.260489,4782.162705,120.712896
15.7500,270915.634224,24130.411101,4831.402039,121.954978
15.8000,270640.740106,24354.348050,4881.098611,123.208587
15.8500,270363.577932,24580.080455,4931.256093,124.473815
15.9000,270084.134857,24807.617377,4981.878174,125.750756
15.9500,269802.398073,25036.967820,5032.968563,127.039503
16.0000,269518.354815,25268.140729,5084.530987,128.340150
16.0500,269231.992361,25501.144985,5136.569191,129.652790
16.1000,268943.298035,25735.989406,5189.086939,130.977520
16.1500,268652.259211,25972.682740,5242.088011,132.314434
16.2000,268358.863314,26211.233667,5295.576208,133.663627
16.2500,268063.097823,26451.650794,5349.555345,135.025196
16.3000,267764.950275,26693.942652,5404.029257,136.399238
16.3500,267464.408269,26938.117694,5459.001796,137.785849
16.4000,267161.459463,27184.184293,5514.476832,139.185127
16.4500,266856.091584,27432.150737,5570.458250,140.597170
16.5000,266548.292428,27682.025229,5626.949954,142.022076
16.5500,266238.049861,27933.815883,5683.955863,143.459943
16.6000,265925.351825,28187.530722,5741.479914,144.910871
16.6500,265610.186339,28443.177672,5799.526059,146.374960
16.7000,265292.541505,28700.764563,5858.098268,147.852308
16.7500,264972.405508,28960.299125,5917.200525,149.343018
16.8000,264649.766619,29221.788982,5976.836831,150.847188
16.8500,264324.613202,29485.241654,6037.011201,152.364921
16.9000,263996.933713,29750.664552,6097.727668,153.896318
16.9500,263666.716705,30018.064972,6158.990277,155.441480
17.0000,263333.950833,30287.450096,6220.803090,157.000510
17.0500,262998.624854,30558.826987,6283.170183,158.573511
17.1000,262660.727632,30832.202588,6346.095647,160.160585
17.1500,262320.248142,31107.583714,6409.583584,161.761836
17.2000,261977.175474,31384.977054,6473.638115,163.377368
17.2500,261631.498832,31664.389166,6538.263370,165.007283
17.3000,261283.207545,31945.826472,6603.463494,166.651688
17.3500,260932.291063,32229.295258,6669.242647,168.310686
17.4000,260578.738964,32514.801668,6735.604997,169.984382
17.4500,260222.540961,32802.351702,6802.554730,171.672882
17.5000,259863.686897,33091.951212,6870.096040,173.376291
17.5500,259502.166758,33383.605901,6938.233134,175.094716
17.6000,259137.970670,33677.321317,7006.970232,176.828261
17.6500,258771.088905,33973.102848,7076.311563,178.577034
17.7000,258401.511887,34270.955724,7146.261369,180.341142
17.7500,258029.230190,34570.885010,7216.823901,182.120690
17.8000,257654.234549,34872.895603,7288.003420,183.915788
17.8500,257276.515857,35176.992229,7359.804198,185.726541
17.9000,256896.065173,35483.179438,7432.230517,187.553058
17.9500,256512.873726,35791.461605,7505.286666,189.395447
18.0000,256126.932916,36101.842920,7578.976944,191.253815
18.0500,255738.234319,36414.327391,7653.305659,193.128271
18.1000,255346.769693,36728.918835,7728.277126,195.018925
18.1500,254952.530978,37045.620879,7803.895668,196.925883
18.2000,254555.510304,37364.436952,7880.165616,198.849256
18.2500,254155.699993,37685.370287,7957.091306,200.789152
18.3000,253753.092562,38008.423912,8034.677083,202.745681
18.3500,253347.680728,38333.600650,8112.927295,204.718952
18.4000,252939.457413,38660.903115,8191.846298,206.709074
18.4500,252528.415745,38990.333706,8271.438452,208.716157
18.5000,252114.549066,39321.894606,8351.708122,210.740312
18.5500,251697.850931,39655.587780,8432.659677,212.781647
18.6000,251278.315119,39991.414966,8514.297490,214.840272
18.6500,250855.935630,40329.377677,8596.625938,216.916299
18.7000,250430.706691,40669.477193,8679.649399,219.009836
18.7500,250002.622764,41011.714563,8763.372255,221.120994
18.8000,249571.678544,41356.090594,8847.798890,223.249883
18.8500,249137.868967,41702.605856,8932.933688,225.396614
18.9000,248701.189212,42051.260671,9018.781036,227.561296
18.9500,248261.634709,42402.055115,9105.345319,229.744039
19.0000,247819.201136,42754.989010,9192.630924,231.944955
19.0500,247373.884428,43110.061924,9280.642236,234.164153
19.1000,246925.680780,43467.273167,9369.383639,236.401744
19.1500,246474.586652,43826.621786,9458.859516,238.657837
19.2000,246020.598769,44188.106563,9549.074248,240.932542
19.2500,245563.714130,44551.726012,9640.032212,243.225970
19.3000,245103.930008,44917.478374,9731.737782,245.538230
19.3500,244641.243956,45285.361614,9824.195329,247.869433
19.4000,244175.653810,45655.373419,9917.409219,250.219687
19.4500,243707.157694,46027.511196,10011.383813,252.589103
19.5000,243235.754022,46401.772063,10106.123466,254.977790
19.5500,242761.441503,46778.152852,10201.632527,257.385857
19.6000,242284.219143,47156.650104,10297.915339,259.813412
19.6500,241804.086254,47537.260064,10394.976236,262.260566
19.7000,241321.042449,47919.978680,10492.819546,264.727426
19.7500,240835.087655,48304.801598,10591.449587,267.214101
19.8000,240346.222110,48691.724162,10690.870668,269.720699
19.8500,239854.446368,49080.741409,10791.087087,272.247328
19.9000,239359.761306,49471.848065,10892.103135,274.794095
19.9500,238862.168123,49865.038545,10993.923088,277.361109
20.0000,238361.668345,50260.306948,11096.551213,279.948476
20.0500,237858.263831,50657.647055,11199.991763,282.556302
20.1000,237351.956771,51057.052327,11304.248977,285.184695
20.1500,236842.749695,51458.515900,11409.327084,287.833760
20.2000,236330.645473,51862.030587,11515.230294,290.503603
20.2500,235815.647318,52267.588868,11621.962805,293.194329
20.3000,235297.758792,52675.182898,11729.528799,295.906043
20.3500,234776.983805,53084.804492,11837.932441,298.638849
20.4000,234253.326622,53496.445135,11947.177878,301.392852
20.4500,233726.791862,53910.095971,12057.269240,304.168155
20.5000,233197.384506,54325.747805,12168.210638,306.964861
20.5500,232665.109895,54743.391100,12280.006166,309.783073
20.6000,232129.973734,55163.015973,12392.659896,312.622893
20.6500,231591.982098,55584.612196,12506.175879,315.484422
20.7000,231051.141429,56008.169194,12620.558146,318.367761
20.7500,230507.458544,56433.676040,12735.810705,321.273011
20.8000,229960.940633,56861.121457,12851.937542,324.200271
20.8500,229411.595265,57290.493814,12968.942620,327.149641
20.9000,228859.430388,57721.781125,13086.829876,330.121220
20.9500,228304.454331,58154.971048,13205.603223,333.115105
21.0000,227746.675807,58590.050883,13325.266548,336.131394
21.0500,227186.103917,59027.007572,13445.823714,339.170184
21.1000,226622.748149,59465.827696,13567.278553,342.231570
21.1500,226056.618379,59906.497475,13689.634871,345.315647
21.2000,225487.724877,60349.002767,13812.896447,348.422511
21.2500,224916.078304,60793.329066,13937.067027,351.552254
21.3000,224341.689719,61239.461504,14062.150330,354.704971
21.3500,223764.570573,61687.384847,14188.150043,357.880753
21.4000,223184.732718,62137.083495,14315.069821,361.079691
21.4500,222602.188402,62588.541486,14442.913287,364.301876
21.5000,222016.950276,63041.742487,14571.684032,367.547399
21.5500,221429.031389,63496.669804,14701.385611,370.816347
21.6000,220838.445194,63953.306372,14832.021546,374.108808
21.6500,220245.205545,64411.634762,14963.595323,377.424871
21.7000,219649.326701,64871.637179,15096.110393,380.764620
21.7500,219050.823323,65333.295461,15229.570167,384.128142
21.8000,218449.710478,65796.591080,15363.978023,387.515521
21.8500,217846.003637,66261.505144,15499.337297,390.926839
21.9000,217239.718676,66728.018394,15635.651287,394.362179
21.9500,216630.871876,67196.111210,15772.923252,397.821622
22.0000,216019.479922,67665.763604,15911.156409,401.305249
22.0500,215405.559906,68136.955231,16050.353934,404.813139
22.1000,214789.129322,68609.665381,16190.518963,408.345370
22.1500,214170.206070,69083.872985,16331.654586,411.902018
22.2000,213548.808452,69559.556614,16473.763851,415.483161
22.2500,212924.955175,70036.694484,16616.849761,419.088872
22.3000,212298.665346,70515.264454,16760.915277,422.719225
22.3500,211669.958473,70995.244027,16905.963309,426.374293
22.4000,211038.854467,71476.610355,17051.996725,430.054147
22.4500,210405.373633,71959.340241,17199.018343,433.758858
22.5000,209769.536679,72443.410138,17347.030935,437.488493
22.5500,209131.364705,72928.796151,17496.037224,441.243121
22.6000,208490.879206,73415.474046,17646.039882,445.022808
22.6500,207848.102072,73903.419243,17797.041534,448.827619
22.7000,207203.055581,74392.606826,17949.044750,452.657618
22.7500,206555.762402,74883.011541,18102.052053,456.512868
22.8000,205906.245589,75374.607803,18256.065912,460.393429
22.8500,205254.528580,75867.369696,18411.088742,464.299362
22.9000,204600.635197,76361.270975,18567.122906,468.230725
22.9500,203944.589639,76856.285074,18724.170713,472.187575
23.0000,203286.416483,77352.385105,18882.234417,476.169967
23.0500,202626.140679,77849.543865,19041.316216,480.177957
23.1000,201963.787548,78347.733835,19201.418252,484.211597
23.1500,201299.382779,78846.927188,19362.542610,488.270938
23.2000,200632.952425,79347.095793,19524.691319,492.356031
23.2500,199964.522899,79848.211215,19687.866350,496.466924
23.3000,199294.120972,80350.244723,19852.069613,500.603663
23.3500,198621.773769,80853.167293,20017.302961,504.766295
23.4000,197947.508765,81356.949612,20183.568186,508.954864
23.4500,197271.353780,81861.562084,20350.867021,513.169411
23.5000,196593.336976,82366.974834,20519.201138,517.409978
23.5500,195913.486853,82873.157710,20688.572144,521.676605
23.6000,195231.832244,83380.080292,20858.981590,525.969328
23.6500,194548.402310,83887.711897,21030.430958,530.288184
23.7000,193863.226539,84396.021581,21202.921672,534.633208
23.7500,193176.334734,84904.978146,21376.455089,539.004433
23.8000,192487.757016,85414.550145,21551.032503,543.401890
23.8500,191797.523813,85924.705889,21726.655143,547.825608
23.9000,191105.665859,86435.413452,21903.324174,552.275616
23.9500,190412.214186,86946.640673,22081.040693,556.751940
24.0000,189717.200121,87458.355170,22259.805734,561.254605
24.0500,189020.655278,87970.524338,22439.620260,565.783633
24.1000,188322.611554,88483.115357,22620.485172,570.339047
24.1500,187623.101123,88996.095203,22802.401299,574.920865
24.2000,186922.156430,89509.430648,22985.369405,579.529105
24.2500,186219.810185,90023.088270,23169.390185,584.163785
24.3000,185516.095356,90537.034457,23354.464264,588.824916
24.3500,184811.045165,91051.235418,23540.592200,593.512514
24.4000,184104.693082,91565.657183,23727.774480,598.226588
24.4500,183397.072813,92080.265616,23916.011522,602.967147
24.5000,182688.218302,92595.026420,24105.303673,607.734199
24.5500,181978.163717,93109.905139,24295.651211,612.527750
24.6000,181266.943448,93624.867174,24487.054341,617.347802
24.6500,180554.592098,94139.877782,24679.513200,622.194359
24.7000,179841.144478,94654.902088,24873.027850,627.067419
24.7500,179126.635597,95169.905089,25067.598284,631.966982
24.8000,178411.100658,95684.851666,25263.224422,636.893044
24.8500,177694.575049,96199.706585,25459.906113,641.845599
24.9000,176977.094338,96714.434509,25657.643132,646.824640
24.9500,176258.694261,97229.000005,25856.435183,651.830158
25.0000,175539.410722,97743.367548,26056.281897,656.862143
25.0500,174819.279778,98257.501534,26257.182831,661.920582
25.1000,174098.337637,98771.366284,26459.137469,667.005459
25.1500,173376.620649,99284.926053,26662.145224,672.116760
